GeneID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
TNFSF8,0.773772927,-0.787238779,-0.270188198,-0.157449528,-0.024935627,0.357360217,-0.374528674,-0.146017278,0.123346837,0.296788356,0.051579504,-0.036678076,0.228636902
TNFSF9,-2.281231801,-0.056503669,-0.42720311,0.015080654,1.108084495,0.343677723,-1.737366623,-1.115978176,0.050373255,0.769157356,0.418683727,0.131959437,0.417488973
TNIK,0.583290837,0.485395198,-0.855169552,-0.342204766,-0.410085236,0.490843137,-0.13093963,-0.028040878,0.120932894,-0.034045381,0.268810724,0.292200199,0.052103577
TNIP1,0.429669423,1.469776672,0.408545944,0.462902025,-0.244313579,0.204942273,-0.233820141,0.230475552,-0.23337983,-0.124412022,0.065711499,-0.189530735,0.102585132
TNIP2,1.372850504,-0.346267551,0.277270093,0.032844427,0.486679746,-0.064485925,0.073117446,-0.113619626,-0.161325334,-0.108173573,-0.004280119,-0.01397217,-0.054919488
TNIP3,-0.026355077,-0.413901211,0.270137987,-0.488401432,-1.07618995,0.370905106,0.332891086,0.250440389,-0.479889807,-0.737389064,0.517791445,-0.021309904,-0.310708906
TNK2,0.479628836,1.668668683,-0.356980661,0.452203286,0.602586096,0.13739564,0.092809935,0.087411707,0.232423459,-0.092033233,-0.14576382,-0.04379117,0.043654385
TNKS,0.717669595,0.624932487,-0.544189575,-0.590794342,-0.311995331,0.348446229,-0.073785258,-0.110848431,-0.013923046,0.189368504,0.09526261,0.024273376,-0.236181331
TNKS2,0.990642545,0.034111089,-0.010635687,-0.66856218,-0.298906846,0.236973303,0.004152877,0.087589889,-0.048734115,0.054792191,0.099133554,0.140982165,-0.179504705
TNNC1,-1.774324068,-0.643408049,-1.109960673,0.204393413,-0.288708545,-0.416680463,-0.017020477,0.50504722,-0.507813365,1.236010169,0.479578095,0.271370533,1.117931863
TNNC2,-2.477447917,0.020151516,1.367148547,-0.333969231,0.362352279,-1.308149911,-0.429083383,1.216320039,0.009977913,-1.015181716,0.194281547,-0.599669666,-0.127510285
TNNI2,0.393681201,-0.149711981,1.5358017,0.579967382,0.206772045,0.428986663,-0.337085911,-0.079253421,-0.512243846,-0.263762289,-0.578283766,-0.049954557,0.045103305
TNNT1,-1.896729821,-1.41464976,0.604729859,-0.191613985,-0.70865948,0.33438611,0.131229765,2.020222976,0.417458638,-1.155324938,1.40354921,-0.297432711,-0.309049022
TNNT2,-4.554933579,-1.140675423,0.487393155,-1.193369823,-0.585894502,-0.210644399,-0.284347549,-0.045254751,0.391569415,1.017994318,0.450268537,0.767828825,-0.153672227
TNNT3,-0.988420147,1.19514291,-0.204371022,0.906953434,0.84774169,-0.778978195,-0.470690949,-1.163829661,-0.665214872,-0.844292057,0.378838631,0.006769665,0.031603599
TNPO1,1.098193094,-0.608411501,0.220024075,-0.25191029,-0.192032321,0.209265029,-0.091505747,-0.10653629,-0.288521249,0.124352448,0.139222142,0.066057199,-0.062252047
TNPO2,0.039860312,1.325390152,-0.726080786,0.292017424,-0.19897549,0.161057794,-0.399234614,-0.059301346,0.136777917,-0.05270939,0.020385217,0.074974759,0.341061324
TNPO3,1.032905999,0.120680347,0.285456519,-0.509523926,-0.174362378,0.056003453,-0.119582488,-0.171283302,-0.019043117,-0.076521402,0.098371493,0.099846577,-0.141643325
TNRC18,-0.083927844,2.435877816,0.18187695,0.826152107,0.818555379,-0.000854185,0.174588774,0.070319691,-0.033935909,-0.202355266,-0.017505509,-0.304156136,-0.026137173
TNRC6A,0.494880235,0.770778675,-0.916227065,-0.421388328,-0.392295872,0.446610476,-0.146613362,-0.136516349,0.110666578,0.09466029,0.048643878,-0.012350076,-0.235927616
TNRC6B,0.500448674,1.344833242,-0.173836366,-0.455987353,-0.302019353,0.129393352,-0.251049862,-0.082698216,0.124833707,0.113803426,-0.046349494,0.05512319,-0.145935385
TNRC6C,0.673126282,0.672996242,-0.777851432,-0.082523832,-0.249719165,0.229249115,-0.289849169,-0.117835824,0.120211341,-0.0564205,-0.070086568,0.280383831,-0.160948226
TNS1,-0.643937313,2.385906035,0.086131707,1.393222881,-1.792721392,-0.232651993,0.528446188,-0.376625891,0.013773801,0.062887215,0.153119727,-0.002140284,-0.453470322
TNS3,0.30735102,1.051739721,0.187816002,-1.026363702,-0.034369439,-0.321680383,0.151026487,0.111878608,-0.007208865,-0.057634472,-0.130447329,-0.381186204,-0.440038742
TNS4,-3.480045955,-0.684587604,0.16549991,-0.431258693,-0.16860095,0.366511365,0.266236682,-0.114444833,0.38316719,0.342235527,0.075598231,-0.178949782,-0.322796298
TOB1,0.583767155,-0.185867169,0.075768528,0.464490127,-0.222728763,0.515858603,-0.187003397,-0.035134303,0.105033206,0.095530795,-0.327780248,0.260489218,0.07930439
TOB2,0.235444667,1.223403087,-0.503332226,-0.133766781,-0.2255824,0.065388998,-0.320915884,-0.165581281,0.06231602,-0.409954597,0.05912673,0.262852195,0.000552149
TOE1,0.717750974,-0.185236967,-0.616837813,-0.473095208,0.389865872,0.280248537,0.048017979,-0.055661992,-0.004533925,0.2527292,-0.033748014,-0.269771658,-0.14506952
TOLLIP,0.499048184,1.248463984,0.338492161,0.865788286,-0.654087381,-0.011211803,0.257235889,-0.029608859,0.124586408,-0.070517571,-0.108437075,0.10248221,0.230521721
TOM1,0.776336269,1.167750372,0.739780697,-0.161790513,0.426631182,-0.320827671,0.404902319,0.059325591,-0.630893211,-0.125896594,0.386037641,0.087126592,0.018441969
TOM1L2,0.043912322,1.635492036,-0.755610902,0.700219356,0.418949947,-0.345588447,-0.065324059,0.165907551,0.054396844,0.009044713,-0.254209116,0.297685612,-0.125332014
TOMM20,1.374506465,-1.400677401,0.021786606,-0.05255402,0.077143994,-0.570609415,0.208606344,-0.202418642,-0.111559459,0.164568981,0.087104018,0.095915796,-0.037087461
TOMM22,1.007748126,-1.149755587,0.034807041,-0.045475271,-0.086188295,-0.094563428,-0.144282254,-0.000669755,0.12430837,-0.112038956,0.131363177,0.013934224,0.214664777
TOMM34,0.331298056,0.640977619,-0.417379331,-0.364952358,0.180500019,-0.204943778,-0.062980011,0.113815966,0.503522118,0.087795019,0.16322101,-0.228888506,0.115339635
TOMM40,0.824939337,0.387142876,-0.862311134,-0.522721189,0.441422076,-0.245303213,0.394460137,-0.577267764,-0.061140305,-0.139795479,0.253451377,-0.267556514,0.072575054
TOMM40L,0.85037918,0.03520124,-0.243249643,-0.468613767,0.226038403,-0.307503202,-0.144217211,-0.310223872,-0.167329008,-0.162687401,0.527541493,-0.124849672,0.079279974
TOMM7,0.418599176,-2.342102345,0.373545647,1.749296502,0.212230486,-0.668127723,-0.380002119,0.2778375,0.415455007,0.113994973,-0.689137436,-0.129613083,0.051576412
TOP1,0.709449788,0.544264056,0.402096106,0.41746394,-0.962474784,0.016389229,-0.277714706,-0.109924137,0.128017721,-0.162994859,-0.082710684,0.005516335,-0.179178658
TOP1MT,0.611004991,0.392071871,-0.505116618,0.434524462,-0.028439567,-0.75363233,-0.162141764,-0.284287038,-0.075816264,0.194763589,-0.46695127,-0.140787843,0.17938727
TOP1P2,-4.03031025,-0.986485253,-0.632998972,0.466250385,0.718147945,-0.55899985,-1.000795144,0.497138907,-0.202773457,0.038708193,-0.034325753,0.26456397,0.95752605
TOP2A,0.342697087,-1.173745538,1.011829112,0.578742469,-0.135731942,-0.177895484,0.336141986,1.452420824,-0.067722148,-0.730046507,0.882072858,0.117636516,-0.58988519
TOP2B,1.123994619,-0.5982454,-0.151742338,-0.094236411,-0.327442599,0.197204028,0.115051167,-0.158892009,-0.063251241,0.094439717,-0.053363446,0.037520177,-0.234555099
TOP3A,0.784682719,1.046935246,0.21010295,-0.61935068,0.293477373,0.142328316,-0.096874981,-0.054297482,0.085118835,-0.005841662,0.347617117,-0.039047641,-0.047666426
TOP3B,1.06597372,0.294040171,-0.586342449,-0.126429482,0.366106658,-0.316897006,0.350481271,0.424052703,-0.201688398,0.01895204,-0.191240991,-0.025152428,-0.039139791
TOPBP1,1.134901844,-0.507432627,0.278988598,-0.364750203,-0.193532016,0.227870792,0.13449807,-0.052592805,-0.039161469,-0.019519479,0.037902885,0.13732201,-0.091825871
TOPORS,1.21598092,-0.919585587,0.972614547,0.204794367,0.005566044,0.189947867,0.024759087,-0.433462666,-0.273756448,-0.153535471,0.035091822,-0.206821241,0.193442237
TOR1A,1.19188396,-0.236534665,0.408247214,0.280014737,0.17588017,0.49230015,0.093843844,-0.00200555,0.191958353,0.027580075,-0.233427671,0.085597136,0.249801936
TOR1AIP1,1.24821739,-0.473011658,0.792380753,-0.322834195,0.122334988,0.235706648,0.120829385,-0.170592775,-0.145608486,0.08044744,0.165486245,-0.025560752,-0.000627115
TOR1AIP2,0.951337377,0.079295526,0.376119371,-0.261968685,-0.219938988,0.243920707,-0.088655015,0.016681489,-0.101542989,0.131326155,0.010107278,0.01571672,0.022831809
TOR1B,1.338101257,-0.077301634,0.387482166,-0.282095325,0.224853402,0.320305926,0.547381225,-0.099179637,-0.073659854,-0.475869761,0.311179203,-0.026886042,0.070495502
TOR2A,-0.057095826,0.641438721,-0.297500716,0.316731606,0.534187211,0.827980048,-0.161518272,-0.164138084,0.091043643,-0.329555587,-0.776877071,0.047364104,0.165432139
TOR3A,1.059455488,-1.031476127,0.294631582,-0.019797021,0.4061013,0.000496132,0.07397568,0.354492055,0.115883006,0.025092101,-0.474996437,0.100811868,-0.026984045
TOX,0.756302235,-0.240598233,-0.041714798,-0.11579098,-0.004675164,1.064719349,-0.159198995,-0.12909866,0.583563228,0.272955913,-0.670190182,0.170803066,-0.709441137
TOX4,1.171096144,0.37826458,0.294070382,-0.623771882,-0.297878227,-0.173070394,0.107109142,-0.333849484,-0.088694878,0.035178347,0.453482577,0.051228731,-0.078781549
TP53,-0.019501107,1.247334636,-0.645662858,0.345340261,-0.030472749,-0.204402324,-0.145862944,0.12842666,0.109401295,-0.205458516,0.248963966,-0.263546601,0.107792243
TP53BP1,0.668001654,0.542923188,-0.509365167,-0.395321475,-0.296362528,-0.062312982,-0.012260976,0.069284529,-0.207055194,0.07565109,0.047316134,-0.057538724,-0.009337651
TP53BP2,1.232143895,0.117006723,0.235183253,-0.511728588,-0.201702393,-0.034699317,0.142020936,0.118851491,0.17166205,0.066500248,0.037073258,0.275704231,-0.276016186
TP53I11,-0.58876647,2.669851832,0.966091644,0.154367511,0.804599387,0.087382581,-0.16976115,-0.493478812,0.133496977,-0.767456197,0.499657457,0.634105051,-0.023637577
TP53I13,1.155493524,-0.382368876,-0.455952714,-0.1776815,0.971936744,0.173051345,0.382763779,0.334089964,0.134522433,0.232809057,-0.25457966,0.093905646,-0.039500539
TP53I3,0.543773867,-0.125389729,0.743190613,0.522261432,0.06600625,0.35900949,-0.947716363,0.360182168,0.590939202,-0.565036537,0.213408378,0.215249536,-0.038373937
TP53INP1,0.950257968,0.031154118,0.599757468,-0.228984731,-0.079175713,0.561485861,-0.089395703,0.117262454,-0.173242558,0.059123333,-0.011766752,0.114038064,0.089553776
TP53INP2,-0.176961004,1.487176361,0.204045114,-0.482944906,-0.317112182,-0.200648973,-0.08070629,-0.452393522,0.712776644,0.678417098,-0.412521034,-0.621295553,0.009116491
TP53RK,1.087594804,-1.002728239,-0.377350862,0.111720081,0.081305086,0.097238049,0.306419787,0.098798063,0.011083659,-0.066784275,0.036218771,0.018174111,0.048353969
TPCN1,-0.000272786,1.639278319,-0.687286697,0.165302599,0.225830109,-0.518722786,-0.486844229,0.152179709,0.154727161,0.634344271,-0.015764613,-0.297645165,0.120736537
TPCN2,0.209767665,1.464600722,0.08757776,-0.184326573,0.374275288,0.25390664,-0.188046885,0.270951992,0.159340339,-0.313153038,-0.167986835,-0.249480239,-0.030329991
TPD52,1.050615382,-0.714532893,-1.014561586,-0.353454935,0.232359297,-0.225530987,-0.11139376,0.039630833,-0.015445406,0.154506806,0.049709768,-0.24881106,-0.211411598
TPD52L1,-1.139053259,-0.702498613,-0.654475998,-0.635581119,0.49479051,0.191343241,0.515215717,0.510321447,0.233027162,-0.567869497,-0.405211529,0.228213748,-0.149950037
TPD52L2,1.08820109,0.21576765,1.21644337,-0.329802876,0.160715832,0.005473759,0.060688552,-0.235019765,-0.194958877,-0.192275798,0.098043615,-0.194476651,0.149775593
TPD52L3,-4.715994606,-0.245503524,0.372541375,0.091697414,0.788092526,-1.020801916,-0.155635577,-0.044802774,1.073106394,-0.566450429,-0.788730192,-0.646658538,0.841327371
TPI1,1.200954712,-0.656180235,0.789889663,-0.741116612,-0.003293267,-0.16841797,0.154050258,0.264608304,0.328512673,0.099055314,0.346406781,-0.154455558,0.012220429
TPK1,0.853368543,-0.075470193,-0.063350055,-0.303159855,-0.32310635,0.010795679,-0.056468472,0.409503886,-0.243310747,0.28479277,-0.496821695,-0.045407356,-0.30279241
TPM1,0.727271035,0.754180912,0.819407338,0.279718809,-1.133081042,-0.661754607,0.1780576,-0.15618396,0.185628919,0.546073686,-0.060256319,0.255841401,0.404358605
TPM2,0.086889671,0.577869748,-0.598101776,1.062110655,-0.153195449,-0.01745325,-0.321720009,-0.188804464,-0.021946402,0.404433263,-0.20433513,0.222748688,0.60846254
TPM3,1.10766736,-0.041490145,0.720569972,-0.667569476,-0.193732616,0.063800358,0.221221767,-0.175362832,0.022369068,0.123340046,0.223629943,-0.02824806,0.011895163
TPM4,0.974918498,0.244591479,0.958090069,-0.122054879,-0.182100137,-0.137348342,0.024939789,-0.066845185,-0.144093756,0.432567095,0.177789521,-0.178096098,0.178942144
TPMT,1.111400343,-1.418460186,0.536853271,-0.047293398,0.067963986,-0.154677421,0.236632946,-0.291510786,0.29793593,-0.145439407,-0.012935192,0.11597296,0.004189996
TPO,-2.819839282,-1.158086438,0.510280289,0.441055558,-0.447973944,-0.079795205,-1.537324586,0.700451376,-0.051614549,-0.864047293,-0.487352894,-0.145206013,-0.604314475
TPP1,0.122458304,1.982790765,0.113714026,-0.482723911,0.254635248,-0.521308539,0.077446505,-0.004479742,0.540030036,0.471092135,0.211336131,-0.222383084,0.023091658
TPP2,1.158844827,-0.589399176,-0.582988456,-0.373024601,-0.228699028,0.048194764,0.134991808,-0.152240452,-0.050350017,0.334587321,0.159083864,0.062414954,-0.184526941
TPPP,-0.525960095,1.950761188,-0.522875379,0.142261501,0.533322714,0.212947099,-0.616139477,0.271298252,-0.618941038,0.324604452,-0.455132936,0.423011859,0.140299493
TPPP3,-0.069071744,-0.450403982,0.155267101,0.440665078,0.225906196,0.056799213,0.632460386,0.762135002,-1.442949067,0.431635255,-0.945513594,0.096482944,0.236263539
TPR,1.204145977,-0.236148501,0.316164468,-0.09611711,-0.297686975,0.04813589,-0.099831233,-0.366595282,-0.146173239,0.248481006,-0.025150568,0.020375299,-0.276012303
TPRG1L,0.467384543,0.910987455,0.321059457,0.162343904,-0.294992116,0.380790585,-0.102001339,-0.309865997,-0.168509464,0.028596677,-0.299508232,-0.100939642,0.082603724
TPRKB,0.827296173,-1.663726445,0.066158604,0.545156706,0.31508155,-0.621707635,-0.237779973,0.209741637,-0.057400629,-0.077010734,-0.469202136,0.243430724,0.297147276
TPSAB1,-4.251138464,-0.387854702,1.247369201,0.810616859,0.279658528,-0.707444735,0.762991742,0.653003056,-0.547383998,-0.579399327,0.084535801,0.1152835,0.108534007
TPST1,-0.135294925,1.015990435,0.490344637,-0.815313626,0.730656011,-0.99271831,0.118310896,-0.750325772,0.719940197,0.082240302,-1.25689776,0.524996812,-0.376460688
TPST2,1.082771838,0.22794498,0.830819582,-0.479025842,-0.124563012,-0.35819088,0.225617981,-0.13462239,-0.029607649,-0.077177742,0.028442073,0.159350222,0.078776265
TPT1,0.267119424,-1.878357036,0.002827389,2.45947882,0.146843269,-0.393651421,-0.193444889,0.24625979,0.026310377,-0.395131983,-0.336797739,-0.310732372,0.141669975
TPX2,0.098746179,0.111491892,0.672045158,0.320690021,-0.84649853,-0.407953064,-0.544393909,0.644445756,0.625676546,-0.794354107,1.093106018,0.311762374,-0.36227021
TRA2A,1.217372438,-0.498498546,0.030983425,-0.197341888,0.127221036,0.162899214,-0.064599816,-0.120253743,-0.205534099,0.091028432,0.091910999,0.203835307,0.140773027
TRABD,0.657760516,1.163141527,-0.152124495,1.277722559,0.78371183,0.688667369,0.065334717,0.055514382,0.072865702,-0.046454432,-0.180382181,0.006522688,0.048730961
TRADD,1.428451126,0.186844225,-0.32422624,0.406175213,0.687611048,-0.251902213,0.343473574,-0.028166595,0.050096945,-0.454346524,0.094792035,0.307512231,0.189120158
TRAF1,0.566890814,0.439340702,-0.997460136,0.691919266,0.230883666,0.298546721,-0.310535274,0.191370515,-0.089400118,-0.211998262,-0.221602767,-0.009827959,0.261645164
TRAF2,0.872485274,0.406576936,-0.708395088,-0.002198154,0.010670315,-0.199327667,0.32156002,0.189535897,-0.069838431,-0.089155079,-0.046926587,0.262513261,-0.114424811
TRAF3,0.722171238,0.741396307,-0.501171371,0.058195886,-0.166312348,-0.023171501,-0.242588058,0.48064525,-0.121491545,-0.261215705,-0.011178648,0.012189451,-0.171377317
TRAF3IP1,0.004103899,0.532541368,-0.991618192,-1.068561113,-0.27074984,0.145103694,-0.289065679,-0.493301271,0.110294278,-0.027828527,-0.040604942,-0.086602416,-0.236816116
TRAF3IP2,-0.210717247,1.339095182,-0.847661458,0.072684792,-0.290832415,0.201834198,-0.320614706,0.070605604,0.195390009,0.126017701,-0.030337546,0.392183628,0.547463682
TRAF3IP3,0.764646457,-0.090446126,-0.781893505,0.433006361,0.005568816,0.161712976,-0.288538811,0.101766266,0.232357733,-0.141639564,-0.145257344,0.013218446,0.019997845
TRAF4,0.770774015,0.014799674,-0.843126122,-0.135812643,0.49978792,-0.385345916,-0.197501699,0.09917444,-0.277669847,-0.427934184,0.381952143,-0.045090865,-0.016872734
TRAF5,0.839692483,-0.328264576,-1.11137877,-0.318474125,-0.002360099,-0.045859254,-0.139311423,-0.048497194,-0.087149488,0.224469303,0.171323058,-0.067185952,0.021115175
TRAF6,0.904944913,-0.192390596,0.25738274,-0.278397243,-0.189414375,0.512227639,-0.045513599,0.129091579,0.131959464,0.136503371,-0.313499131,0.188097489,-0.041237877
TRAF7,0.761309491,0.63706873,-0.048566276,0.333297181,0.054618398,0.125192846,0.342484465,0.020574234,-0.194019737,-0.014667899,-0.267102663,-0.11608977,0.176176786
TRAFD1,1.009771317,0.322932477,0.582340722,-0.011722635,-0.186372359,0.639060905,0.069784838,0.189949883,0.044380581,-0.151631031,0.391957339,-0.417128815,-0.096010502
TRAK1,0.348444972,0.972761207,-0.274345933,-0.187088515,-0.223125119,-0.027701782,-0.069021951,0.467913179,0.096134098,0.032762304,-0.354888107,-0.177409592,0.079505623
TRAK2,0.186302001,0.569063659,0.071233194,1.037641485,-1.90901851,-0.531159485,0.418770999,0.108692885,0.073986882,0.071503101,0.130845492,-0.132733977,-0.200336259
TRAM1,1.195767876,-0.925506377,0.002421138,0.208014426,0.071284304,0.02539047,0.021876871,-0.051244284,-0.161297739,0.004445642,0.091950927,-0.018061819,-0.031954363
TRAM2,0.444720152,1.115518638,-0.396516086,-0.773991493,0.035902475,-0.192022836,-0.326697021,0.266795613,0.102995984,-0.197716882,0.191662709,0.16478423,-0.231099206
TRAP1,1.089088642,0.175169062,-0.898189503,-0.175646472,0.276107352,-0.55924857,-0.011365902,0.12401631,-0.052187497,0.218549572,0.445686828,-0.164334342,0.240738273
TRAPPC1,0.334473547,1.800277085,0.322757519,-0.023130362,0.253699769,-0.419513163,-0.724655909,-0.345273604,0.568530114,0.146339187,1.156802242,0.570159199,-0.080972324
TRAPPC2,1.020345881,-0.745069916,0.209887163,-0.133091038,-0.152901034,0.187685061,-0.068394781,0.262315002,-0.138895913,0.092891611,-0.198367153,0.068557329,-0.111414967
TRAPPC2L,0.703500311,-0.718327918,-0.206925325,-0.061708606,0.13248568,-0.370474089,-0.144899546,0.039853389,-0.126674886,-0.015350032,-0.249223236,-0.134460158,0.393445429
TRAPPC3,1.251132444,-0.703557189,0.492107829,-0.029161756,0.216478826,-0.142651287,0.219135388,-0.016299038,-0.102982105,-0.144274845,-0.114811218,-0.038694942,0.181169189
TRAPPC4,1.094804826,-0.971046626,0.232588467,-0.0460978,0.338928256,-0.207055914,0.203836696,-0.161430549,0.061967539,-0.119412439,-0.086702522,-0.189538393,0.440896877
TRAPPC5,0.768831479,0.053134264,0.538554839,0.877075685,-0.391178795,-0.014977472,0.491418044,0.244359264,-0.219093307,-0.247672272,-0.288051708,-0.23602801,0.361709262
TRAPPC6A,1.143242558,-0.544532408,-0.590319495,-0.002369325,0.560688369,-0.404796809,0.651693107,-0.005627633,-0.273430552,-0.182238082,0.53237449,0.119822905,0.411897031
TRAPPC6B,1.222315965,-1.046667851,0.202933559,0.053813738,0.344314333,0.072765186,-0.092787755,-0.040042623,-0.049606816,0.290655856,-0.121145886,0.296641987,-0.100408939
TRAT1,0.84191118,-1.595278057,-0.591553802,0.690447809,-0.084955111,-0.263775144,-0.18411178,0.205774703,-0.00401932,0.134659677,-0.075947613,0.041755381,-0.005295679
TRDMT1,0.647593784,0.203353384,-0.402489766,-0.25722253,-0.409633429,0.211572922,-0.615802598,0.057313797,0.088938387,0.221918776,-0.060540779,-0.017985817,-0.304906739
TRDN,-4.258794672,-0.277316295,0.07679064,0.057980909,-0.458986955,-0.748391071,1.006725482,0.66586687,0.529576234,-0.264681933,0.362907492,-0.7036301,0.420539247
TREM1,0.530852264,1.136430462,1.633330247,0.321888755,-0.001019645,0.137575155,-0.108606925,-0.11895147,-0.821696635,-0.049289441,-0.027963647,0.064758105,0.019508403
TREML1,-0.225016575,1.521366331,0.622457524,0.709915453,-0.329554761,-0.190675867,-0.584359347,0.332813076,-0.237739875,0.793592844,0.257905538,0.187195703,0.593266547
TREML2,0.696690328,0.945931226,0.849245803,0.087230241,0.238632509,-0.317644206,0.128126515,-0.059455084,-0.276107809,-0.338690899,-0.123403369,-0.049857253,0.356056394
TREML4,-0.698541163,1.479618064,0.2375082,-1.246003825,0.220650084,-0.608829231,-0.387429144,-0.26154336,0.630234908,0.383974506,0.045449317,0.178252079,0.450149727
TRERF1,0.291282295,1.151610548,-0.23686039,-0.379649423,-0.370181942,0.44437315,-0.160104824,0.473713308,0.507751318,0.235172481,-0.062739295,0.047227163,-0.074785244
TREX1,0.746204203,0.691847576,-0.371669349,0.482391074,0.499541734,0.255732718,0.228481655,-0.12041715,-0.489997978,0.050320305,0.152262759,-0.733587171,-0.140289847
TRIAP1,0.946017339,-1.725965938,0.359187113,0.734984356,0.351892938,-0.608358133,0.02758587,0.315248636,0.329558198,0.011529199,-0.060730119,0.120988131,0.377543534
TRIB1,0.627993327,0.847974251,1.144478962,-0.120771571,0.528521389,0.27391358,-0.584568419,0.108560377,-0.184178933,-0.245684585,0.185741615,0.282214136,-0.098634611
TRIB2,0.979001286,-0.414673555,-1.135421981,0.58544021,-0.008003953,-0.384372316,0.190197524,0.163555365,-0.241519338,-0.33472549,0.24917263,0.255192869,-0.022400227
TRIB3,0.986850754,0.330107896,-0.271254716,0.451393904,0.429796761,0.342858204,1.068648965,-0.167117578,0.273752946,-0.016742564,-0.121876084,-0.21757755,-0.167744661
TRIM10,-0.398758991,1.444550025,0.836515846,1.577269733,-2.056480057,-0.329851937,0.576469583,0.316888731,-0.127252595,-0.09041472,0.311113754,-0.083984158,-0.28564662
TRIM11,0.803408035,0.737795278,-0.434700601,0.218610712,0.336457156,0.425098784,0.231994369,-0.14300967,-0.182001706,-0.489011429,0.211389324,0.285113044,0.389783487
TRIM13,0.93278631,-0.032760749,0.249189906,-0.151515634,-0.125901787,0.135295834,-0.178016893,0.257042522,0.008671268,-0.067435951,-0.276206225,-0.027804059,0.053219693
TRIM14,0.593302412,0.862859567,-0.477634956,-0.002718791,-0.005078378,0.005695977,-0.367527148,0.098159001,0.312399449,-0.123030505,-0.194939649,0.020115068,-0.015016127
TRIM15,-4.577235703,-0.274467316,-0.128941572,0.512427179,0.972257657,0.573242932,-9.17E-05,0.519765677,-1.184192125,-0.199622973,0.232211612,0.35972776,-0.126920984
TRIM16,0.156563732,0.333048855,-0.448904304,-0.354525224,-0.134040609,-0.032972463,-0.17102483,0.247465975,0.139246996,-0.645043144,0.18813252,0.614989046,0.408450224
TRIM16L,-0.551165063,-0.068833182,-0.159916283,0.286753595,-0.308795151,-0.385624186,-0.411107098,0.017650437,-0.233799986,-0.526398226,0.294099303,0.509121981,0.658064196
TRIM17,0.376987938,0.439062069,-0.621569457,-0.101369706,1.071737853,0.387952797,-0.215708837,0.525767198,-0.15992217,0.492873928,-0.709411025,-0.072818668,0.145587603
TRIM2,-0.084020007,0.236394404,-1.496142244,-0.071034719,-0.204393952,-0.696328927,0.106529268,0.14931947,-0.055379368,0.222200919,0.317436239,-0.27582006,0.14284346
TRIM21,1.143063411,0.228518805,0.86286795,-0.268968726,-0.170261621,0.192263533,0.420690803,-0.015808599,-0.130490098,-0.430708126,0.41745901,-0.23413362,-0.037443395
TRIM22,1.245115817,-0.83772302,0.359258871,0.038512007,0.153906864,0.048201881,0.21194563,0.089661299,0.146624923,-0.344693152,0.347136649,-0.525163755,-0.201755173
TRIM23,1.195620273,-0.855027749,0.428470007,0.177170118,-0.31553933,-0.181662492,-0.013935622,-0.053728658,-0.073369331,0.089350036,-0.308724827,0.037291915,-0.202648258
TRIM24,0.786603746,-0.062909268,0.250486006,-0.239214883,-0.295559571,0.182338168,0.191152119,0.199534071,0.015163126,-0.053369983,-0.182209515,0.158906918,0.035525419
TRIM25,0.808029927,0.995342353,0.950037897,0.054521997,0.397237899,0.128109663,-0.63701803,0.166947015,-0.227114282,-0.103865679,0.098059273,-0.39651147,-0.005155316
TRIM26,0.676274593,0.991957433,-0.376922344,-0.107572732,0.123438124,0.135594026,0.147932162,-0.088346019,-0.007010193,-0.380299529,-0.074351981,-0.040074119,-0.071770645
TRIM27,0.919207181,0.457684461,0.188843494,0.24794922,0.158799575,0.03408282,-0.270482811,-0.033342328,-0.201701816,0.034870741,-0.321792573,-0.204668619,-0.046801783
TRIM28,0.426412482,1.066061938,-0.771445405,0.704053065,0.329736584,0.086577697,-0.242828485,-0.088423042,-0.244671646,-0.228968938,-0.042521053,0.002000449,0.082967174
TRIM29,-4.123871295,-1.811510524,0.090041221,0.007209428,0.121243256,0.548446325,-1.059638061,-0.901455966,-0.132574249,0.187038328,0.718417944,-0.624197426,0.359546814
TRIM3,-0.514225998,0.190083279,-0.554516377,0.006621665,0.593328879,0.306873449,-0.319043602,0.374953616,0.08981008,-0.285559299,-0.67256544,-0.011058849,-0.544117077
TRIM31,-2.945373957,0.626058664,0.293886145,-0.186294483,-0.642344962,-1.646249217,0.37097252,-0.11068697,0.75226359,0.838699361,0.680474349,0.041083477,-0.591244608
TRIM32,0.807503955,-0.512270324,-1.068725873,0.109960597,-0.359483717,0.069103738,-0.349717292,-0.289127501,0.507813399,-0.271369389,0.585345905,0.111278411,0.118245734
TRIM33,1.03840225,-0.159853135,0.109861272,-0.380270444,-0.355547792,0.487853743,-0.0061188,-0.199575585,-0.16533444,0.098940342,-0.019315145,0.18470151,-0.043760037
TRIM34,1.010415705,-0.908099019,0.520107962,-0.03298904,-0.123305806,0.253622855,0.07426358,-0.010788789,0.019133103,-0.189212942,0.049800906,-0.230239237,0.061830543
TRIM35,1.100597487,-0.084098427,-0.379741336,0.000276966,-0.057935218,0.116743608,0.196834793,0.066034948,0.175313477,0.094786754,0.026871712,0.034089911,0.225055715
TRIM36,0.045278158,-1.002218126,0.258180168,-0.934092356,0.233906573,0.657760412,0.474933233,0.731898539,0.325849355,-0.085949597,-0.519874429,0.462240406,-0.178723084
